title,link
"The Rensselaer Polytechnic: March 7, 1929",https://digitalassets.archives.rpi.edu/do/fbc3f243-6f60-482a-b8a1-93a21920fec0
"The Rensselaer Polytechnic: March 14, 1929",https://digitalassets.archives.rpi.edu/do/07a89832-d97b-4ff8-9237-3dab64711338
"The Rensselaer Polytechnic: March 21, 1929",https://digitalassets.archives.rpi.edu/do/35a364ca-4a8d-40b8-a166-13bc9ba24861
"The Rensselaer Polytechnic: March 28, 1929",https://digitalassets.archives.rpi.edu/do/d405cd07-7182-45ab-84b6-6199c956d273
"The Rensselaer Polytechnic: April 4, 1929",https://digitalassets.archives.rpi.edu/do/54114b97-f0ec-483f-9bdf-dac2ef7f3b0e
"The Rensselaer Polytechnic: April 11, 1929",https://digitalassets.archives.rpi.edu/do/c836f5f1-12db-40b8-ae90-f0c603fdf154
"The Rensselaer Polytechnic: April 18, 1929",https://digitalassets.archives.rpi.edu/do/f41fe5c2-b738-4b90-a1d4-c088a609b445
"The Rensselaer Polytechnic: April 25, 1929",https://digitalassets.archives.rpi.edu/do/5270bbf2-3a87-45ac-81bf-78b5abacaae6
"The Rensselaer Polytechnic: May 2, 1929",https://digitalassets.archives.rpi.edu/do/7ef16202-307a-4c43-bbf9-36c1da3dfcfd
"The Rensselaer Polytechnic: May 9, 1929",https://digitalassets.archives.rpi.edu/do/6c9d5a11-2e7f-436f-9354-32ce478e79fc
"The Rensselaer Polytechnic: May 16, 1929",https://digitalassets.archives.rpi.edu/do/24e1c5ef-27cb-4b1f-84ce-eab304c7b855
"The Rensselaer Polytechnic: May 23, 1929",https://digitalassets.archives.rpi.edu/do/5a3fa9e7-2b61-4ad5-8cd7-79e84dcab87c
"The Rensselaer Polytechnic: May 30, 1929",https://digitalassets.archives.rpi.edu/do/9efe3b4d-3615-4892-a8bc-2d2e52f54e3d
"The Rensselaer Polytechnic: June 6, 1929",https://digitalassets.archives.rpi.edu/do/07a4b42e-39fc-40cd-9d33-2791dc3f5364
"The Rensselaer Polytechnic: September 12, 1929",https://digitalassets.archives.rpi.edu/do/312cdcab-cda5-4dcc-bd16-fc49f0e63c8b
"The Rensselaer Polytechnic: September 19, 1929",https://digitalassets.archives.rpi.edu/do/47af485e-f8e9-4960-8fad-f5f8cfde50e1
"The Rensselaer Polytechnic: September 26, 1929",https://digitalassets.archives.rpi.edu/do/343baebf-8fbe-4b12-b1e8-4286ec95b724
"The Rensselaer Polytechnic: October 3, 1929",https://digitalassets.archives.rpi.edu/do/389e5abe-8d60-488d-be39-81fc4476f72a
"The Rensselaer Polytechnic: October 10, 1929",https://digitalassets.archives.rpi.edu/do/8d519382-3765-43e3-9742-2ba3331be8b5
"The Rensselaer Polytechnic: October 17, 1929",https://digitalassets.archives.rpi.edu/do/acbe3380-4a05-4076-ac02-34484ea899f1
"The Rensselaer Polytechnic: October 27, 1929",https://digitalassets.archives.rpi.edu/do/5fe5d8fa-e538-4e9b-bc9d-56e35d42517f
"The Rensselaer Polytechnic: October 31, 1929",https://digitalassets.archives.rpi.edu/do/20e576d6-65d2-4666-af20-2e33b2424109
"The Rensselaer Polytechnic: November 7, 1929",https://digitalassets.archives.rpi.edu/do/cbf6d65b-01ad-481c-a751-c4928cbc96cf
"The Rensselaer Polytechnic: November 14, 1929",https://digitalassets.archives.rpi.edu/do/ad9ec620-6023-4334-9a3c-905f33c3eeb1
"The Rensselaer Polytechnic: November 21, 1929",https://digitalassets.archives.rpi.edu/do/6dc46a89-5bd1-4788-a8cc-44e90bf580d2
"The Rensselaer Polytechnic: December 5, 1929",https://digitalassets.archives.rpi.edu/do/e4b842c3-7a15-44f8-a2c2-b1c53d7e14e7
"The Rensselaer Polytechnic: December 12, 1929",https://digitalassets.archives.rpi.edu/do/927b4322-669f-4da1-9030-de05c0d42f55
"The Rensselaer Polytechnic: December 19, 1929",https://digitalassets.archives.rpi.edu/do/d649aa0f-4a23-464c-8913-add7c61823b9
"The Rensselaer Polytechnic: January 9, 1930",https://digitalassets.archives.rpi.edu/do/5b6f43c0-0307-40ca-b5b4-8a4bde1ef8e9
"The Rensselaer Polytechnic: January 16, 1930",https://digitalassets.archives.rpi.edu/do/58855df8-e6a9-4e98-8dda-46907cbadf7b
"The Rensselaer Polytechnic: January 23, 1930",https://digitalassets.archives.rpi.edu/do/efd9b6bd-a34f-49ea-9bdb-072d0a53760d
"The Rensselaer Polytechnic: February 13, 1930",https://digitalassets.archives.rpi.edu/do/d0de2ef3-45a5-4e1d-9151-2e7d99c483ad
"The Rensselaer Polytechnic: February 20, 1930",https://digitalassets.archives.rpi.edu/do/6da913a2-2f22-4cdb-90ca-5d4fc7cc1951
"The Rensselaer Polytechnic: February 27, 1930",https://digitalassets.archives.rpi.edu/do/c6bcddfc-e561-433c-aacb-d36b6135b065
"The Rensselaer Polytechnic: March 6, 1930",https://digitalassets.archives.rpi.edu/do/925cd6eb-089f-4036-8b4b-cbd77ecc998b
"The Rensselaer Polytechnic: March 13, 1930",https://digitalassets.archives.rpi.edu/do/e90b8b34-3252-4cc6-a27d-efdb1d32bf32
"The Rensselaer Polytechnic: March 20, 1930",https://digitalassets.archives.rpi.edu/do/92b88365-8689-42a1-a627-f60aab506046
"The Rensselaer Polytechnic: March 27, 1930",https://digitalassets.archives.rpi.edu/do/4df62d5b-aa43-46e8-9942-4cd07e373d7a
"The Rensselaer Polytechnic: April 3, 1930",https://digitalassets.archives.rpi.edu/do/238fa761-91be-4578-a765-6acda37e3f6d
"The Rensselaer Polytechnic: April 10, 1930",https://digitalassets.archives.rpi.edu/do/a9d066df-ff1d-4e67-8a26-3e74b8a2711d
"The Rensselaer Polytechnic: April 17, 1930",https://digitalassets.archives.rpi.edu/do/746b686f-4882-4512-8090-832afe411841
"The Rensselaer Polytechnic: April 24, 1930",https://digitalassets.archives.rpi.edu/do/0fb4e1b9-d48c-42f6-87dd-37a9edac44c7
"The Rensselaer Polytechnic: May 1, 1930",https://digitalassets.archives.rpi.edu/do/de89adf9-9aa8-458d-a63c-287ef41f355d
"The Rensselaer Polytechnic: May 8, 1930",https://digitalassets.archives.rpi.edu/do/9a49a071-e4cf-496d-8d4d-b3e91403a2d3
"The Rensselaer Polytechnic: May 15, 1930",https://digitalassets.archives.rpi.edu/do/1545f54b-09cc-453a-8946-97e4edc2eed3
"The Rensselaer Polytechnic: May 22, 1930",https://digitalassets.archives.rpi.edu/do/b41d11fb-e5ec-4159-a804-5ff34da0dac7
"The Rensselaer Polytechnic: May 29, 1930",https://digitalassets.archives.rpi.edu/do/e424d464-2c21-4609-9f08-7ea7d9b53f25
"The Rensselaer Polytechnic: June 5, 1930",https://digitalassets.archives.rpi.edu/do/b301b25c-57b7-46a0-837a-f29aac594b14
"The Rensselaer Polytechnic: September 18, 1930",https://digitalassets.archives.rpi.edu/do/233681b8-8199-42a4-9b0e-c7b0da743671
"The Rensselaer Polytechnic: September 25, 1930",https://digitalassets.archives.rpi.edu/do/3477fa9d-7d3e-4db1-b510-94bd9abe6e1d
"The Rensselaer Polytechnic: October 2, 1930",https://digitalassets.archives.rpi.edu/do/5496577d-cc35-4753-a9a6-23ab6a236240
"The Rensselaer Polytechnic: October 10, 1930",https://digitalassets.archives.rpi.edu/do/95358d96-1414-40a4-9d61-a9be22601209
"The Rensselaer Polytechnic: October 16, 1930",https://digitalassets.archives.rpi.edu/do/3b062b62-21bb-4d35-a39b-a452dc013782
"The Rensselaer Polytechnic: October 23, 1930",https://digitalassets.archives.rpi.edu/do/5f435c45-66e6-41cd-9575-3ff56c483a6a
"The Rensselaer Polytechnic: October 30, 1930",https://digitalassets.archives.rpi.edu/do/c4d2680e-e954-4daa-a540-23cda4c3cf19
"The Rensselaer Polytechnic: November 6, 1930",https://digitalassets.archives.rpi.edu/do/31651613-a08d-4dd2-bf27-b55eec667e7f
"The Rensselaer Polytechnic: November 13, 1930",https://digitalassets.archives.rpi.edu/do/9c894cbb-0cb9-4521-ab82-1033461384c5
"The Rensselaer Polytechnic: November 20, 1930",https://digitalassets.archives.rpi.edu/do/d07c981d-af2a-4f8e-9879-961cb1f0458b
"The Rensselaer Polytechnic: December 4, 1930",https://digitalassets.archives.rpi.edu/do/ff61e768-4f52-4086-8d92-af7b2706be50
"The Rensselaer Polytechnic: December 11, 1930",https://digitalassets.archives.rpi.edu/do/1ecb2149-9eb7-4d96-ab7a-dc20f2727e62
"The Rensselaer Polytechnic: December 19, 1930",https://digitalassets.archives.rpi.edu/do/09ae1d1d-283c-4789-9202-c522dd84eb5a
"The Rensselaer Polytechnic: January 7, 1931",https://digitalassets.archives.rpi.edu/do/a92eafc6-279f-4f7e-a203-027380dee135
"The Rensselaer Polytechnic: January 15, 1931",https://digitalassets.archives.rpi.edu/do/3722ff14-5e54-486a-93bc-2131d0b9bc66
"The Rensselaer Polytechnic: January 22, 1931",https://digitalassets.archives.rpi.edu/do/54089043-280d-45e8-8a44-0503487892ed
"The Rensselaer Polytechnic: February 12, 1931",https://digitalassets.archives.rpi.edu/do/9f9a5428-ab4f-4812-b8c3-6467955bc9a3
"The Rensselaer Polytechnic: February 19, 1931",https://digitalassets.archives.rpi.edu/do/b2ac3276-896c-40e3-937c-38e2793cc48e
"The Rensselaer Polytechnic: February 26, 1931",https://digitalassets.archives.rpi.edu/do/fc912f3b-50ea-4003-af2a-05ad5978e9de
"The Rensselaer Polytechnic: March 5, 1931",https://digitalassets.archives.rpi.edu/do/e9e8109c-8417-46e6-ab73-3f34c78cb997
"The Rensselaer Polytechnic: March 12, 1931",https://digitalassets.archives.rpi.edu/do/b7f1db18-f954-428d-832f-5ce47e105e3e
"The Rensselaer Polytechnic: March 19, 1931",https://digitalassets.archives.rpi.edu/do/5de1dc08-5188-49e3-bac4-39e9c9a275ab
"The Rensselaer Polytechnic: March 26, 1931",https://digitalassets.archives.rpi.edu/do/288b555d-0dab-4d23-9bfd-3372705d4b89
"The Rensselaer Polytechnic: April 2, 1931",https://digitalassets.archives.rpi.edu/do/8f445178-1261-4f89-bbfd-4a0e8af13075
"The Rensselaer Polytechnic: April 9, 1931",https://digitalassets.archives.rpi.edu/do/7db7420c-92ba-4f88-be44-04af3d1aac6c
"The Rensselaer Polytechnic: April 16, 1931",https://digitalassets.archives.rpi.edu/do/c5af2136-d79a-49e5-a108-bf8d5e715712
"The Rensselaer Polytechnic: April 23, 1931",https://digitalassets.archives.rpi.edu/do/2e86b9a9-97c8-4d2d-a0b0-3337b5907488
"The Rensselaer Polytechnic: April 30, 1931",https://digitalassets.archives.rpi.edu/do/db48e715-30db-4ae5-814d-259147c8f954
"The Rensselaer Polytechnic: May 7, 1931",https://digitalassets.archives.rpi.edu/do/d749a6b6-7fbc-4df9-b1bd-cabd2403c7a1
"The Rensselaer Polytechnic: May 14, 1931",https://digitalassets.archives.rpi.edu/do/6dd5277a-17f1-42b4-897f-bd5920132808
"The Rensselaer Polytechnic: May 21, 1931",https://digitalassets.archives.rpi.edu/do/8b637474-59b5-4ff7-8067-01c2d716326e
"The Rensselaer Polytechnic: May 28, 1931",https://digitalassets.archives.rpi.edu/do/934edfec-b6e4-489f-82c5-30343284e8e7
"The Rensselaer Polytechnic: September 24, 1931",https://digitalassets.archives.rpi.edu/do/9e512772-24d0-4b69-a0a6-bba50208c7c7
"The Rensselaer Polytechnic: October 1, 1931",https://digitalassets.archives.rpi.edu/do/bcf80b45-ee77-4eaf-a8bc-bf1d170adba9
"The Rensselaer Polytechnic: October 8, 1931",https://digitalassets.archives.rpi.edu/do/cb85a0c2-1de7-4802-a994-70ed7148669d
"The Rensselaer Polytechnic: October 15, 1931",https://digitalassets.archives.rpi.edu/do/41a63d7a-8805-42a6-b7bb-a35041c95d61
"The Rensselaer Polytechnic: October 22, 1931",https://digitalassets.archives.rpi.edu/do/be704133-7ca7-4470-b9c4-4915e2864885
"The Rensselaer Polytechnic: October 29, 1931",https://digitalassets.archives.rpi.edu/do/55ad287b-ee0a-458d-a30e-62269b8996f6
"The Rensselaer Polytechnic: November 5, 1931",https://digitalassets.archives.rpi.edu/do/ea75d723-0576-480e-adbe-85b744d46612
"The Rensselaer Polytechnic: November 12, 1931",https://digitalassets.archives.rpi.edu/do/4858691b-2a03-4b6d-8933-6ca61f99a2b5
"The Rensselaer Polytechnic: November 19, 1931",https://digitalassets.archives.rpi.edu/do/a6d9358e-2afd-4792-8a51-36a74dd2a09d
"The Rensselaer Polytechnic: December 3, 1931",https://digitalassets.archives.rpi.edu/do/84ba4075-87d4-4429-a969-201a8685ac92
"The Rensselaer Polytechnic: December 10, 1931",https://digitalassets.archives.rpi.edu/do/2429c7b7-538c-4ac8-b1d9-a0509f536292
"The Rensselaer Polytechnic: December 17, 1931",https://digitalassets.archives.rpi.edu/do/871bbeaf-bdd4-4957-bcd1-125988f5883a
"The Rensselaer Polytechnic: January 7, 1932",https://digitalassets.archives.rpi.edu/do/af717c45-313e-4d15-b16a-de78c3c78b1d
"The Rensselaer Polytechnic: January 14, 1932",https://digitalassets.archives.rpi.edu/do/bfc44210-717c-4fc4-b3ca-b7b38b2f6fc3
"The Rensselaer Polytechnic: January 21, 1932",https://digitalassets.archives.rpi.edu/do/9f31c210-5fb1-40a3-8671-6e4065708a59
"The Rensselaer Polytechnic: February 11, 1932",https://digitalassets.archives.rpi.edu/do/eaec0b33-38eb-4091-8e1c-1afbf787f698
"The Rensselaer Polytechnic: February 18, 1932",https://digitalassets.archives.rpi.edu/do/bc38daf2-65bb-4e8b-b333-e20b4ca989aa
"The Rensselaer Polytechnic: February 25, 1932",https://digitalassets.archives.rpi.edu/do/24c56c94-20f5-46a0-a108-3a4f6835f77e
"The Rensselaer Polytechnic: March 3, 1932",https://digitalassets.archives.rpi.edu/do/933b9d3d-4a53-4d22-bd99-2f002ed65879
"The Rensselaer Polytechnic: March 10, 1932",https://digitalassets.archives.rpi.edu/do/7cbdeb37-6f2e-421a-9deb-36050a616c37
"The Rensselaer Polytechnic: March 17, 1932",https://digitalassets.archives.rpi.edu/do/6799d08e-e82c-405c-a9c8-a035784d826b
"The Rensselaer Polytechnic: March 24, 1932",https://digitalassets.archives.rpi.edu/do/46c2d5b1-e5e5-4f43-beb4-88d119aec1e6
"The Rensselaer Polytechnic: March 31, 1932",https://digitalassets.archives.rpi.edu/do/3f48c630-89f9-492e-9bb2-1e89a990ae0b
"The Rensselaer Polytechnic: April 7, 1932",https://digitalassets.archives.rpi.edu/do/fc2c3360-41bf-4e4a-b659-8031c79ecac0
"The Rensselaer Polytechnic: April 14, 1932",https://digitalassets.archives.rpi.edu/do/bbb1462d-e791-4e4e-9668-249588ea4cff
"The Rensselaer Polytechnic: April 21, 1932",https://digitalassets.archives.rpi.edu/do/a293a4a0-ac46-47cb-99b0-46e1c02127ae
"The Rensselaer Polytechnic: April 28, 1932",https://digitalassets.archives.rpi.edu/do/874fd14d-3a3b-4d53-84ff-b4c37c4eeece
"The Rensselaer Polytechnic: May 5, 1932",https://digitalassets.archives.rpi.edu/do/28713b78-8e85-4da0-bcb3-e0bcc7c60ad2
"The Rensselaer Polytechnic: May 12, 1932",https://digitalassets.archives.rpi.edu/do/7b7d7916-7f97-4acf-a8ff-8edad464f00e
"The Rensselaer Polytechnic: May 19, 1932",https://digitalassets.archives.rpi.edu/do/130694bb-4d38-4a8d-845b-d026488cbe09
"The Rensselaer Polytechnic: May 26, 1932",https://digitalassets.archives.rpi.edu/do/34c75cc4-d247-42e4-becd-32c148202d61
"The Rensselaer Polytechnic: September 22, 1932",https://digitalassets.archives.rpi.edu/do/490de4ba-4c0c-4ed7-a996-4962e1a65fb5
"The Rensselaer Polytechnic: September 29, 1932",https://digitalassets.archives.rpi.edu/do/1578c1c1-1418-4e56-ac6c-4b48bca89110
"The Rensselaer Polytechnic: October 6, 1932",https://digitalassets.archives.rpi.edu/do/f437e0da-63d3-48ca-8c53-586798bb519f
"The Rensselaer Polytechnic: October 13, 1932",https://digitalassets.archives.rpi.edu/do/9fe01866-972f-4c8a-982a-28ee9e5ba145
"The Rensselaer Polytechnic: October 20, 1932",https://digitalassets.archives.rpi.edu/do/912a157c-ac82-4808-a0b7-89da9d3591eb
"The Rensselaer Polytechnic: October 27, 1932",https://digitalassets.archives.rpi.edu/do/b93e3994-1e24-4881-bf10-996b7d03166f
"The Rensselaer Polytechnic: November 3, 1932",https://digitalassets.archives.rpi.edu/do/2e6c9c73-1782-4f75-8c62-fdd660507485
"The Rensselaer Polytechnic: November 10, 1932",https://digitalassets.archives.rpi.edu/do/ef4bf71a-b90d-441d-a194-a02581ed9dfa
"The Rensselaer Polytechnic: November 17, 1932",https://digitalassets.archives.rpi.edu/do/7f5e2fc4-e301-42f4-9b4e-466bcee7fbbe
"The Rensselaer Polytechnic: December 1, 1932",https://digitalassets.archives.rpi.edu/do/60661a99-4a93-4990-bc47-e3ddf3c058e3
"The Rensselaer Polytechnic: December 8, 1932",https://digitalassets.archives.rpi.edu/do/d1b622f6-c72c-4922-947c-2589f0b9e74e
"The Rensselaer Polytechnic: December 15, 1932",https://digitalassets.archives.rpi.edu/do/1fa3f02e-4a43-45c5-9fd4-75088a149bf0
"The Rensselaer Polytechnic: December 22, 1932",https://digitalassets.archives.rpi.edu/do/f964257f-1731-4ad1-931f-b69667333af6
"The Rensselaer Polytechnic: January 12, 1933",https://digitalassets.archives.rpi.edu/do/10372a5c-ead0-472b-a0f4-6b5200bcbe52
"The Rensselaer Polytechnic: January 19, 1933",https://digitalassets.archives.rpi.edu/do/efd51394-b2f0-438a-8c57-e461f0376092
"The Rensselaer Polytechnic: February 16, 1933",https://digitalassets.archives.rpi.edu/do/bf747489-6a2d-487d-9d9f-e771898993c2
"The Rensselaer Polytechnic: February 23, 1933",https://digitalassets.archives.rpi.edu/do/1b107708-7a3d-4e66-bd80-78e2d1ed1050
"The Rensselaer Polytechnic: March 2, 1933",https://digitalassets.archives.rpi.edu/do/d03e95d0-18e2-472b-8ecc-8809bb63df35
"The Rensselaer Polytechnic: March 9, 1933",https://digitalassets.archives.rpi.edu/do/e5c57feb-ced9-4817-98f0-2140071c5ecb
"The Rensselaer Polytechnic: March 16, 1933",https://digitalassets.archives.rpi.edu/do/a6737240-05b5-44c2-be00-28bdc12702fd
"The Rensselaer Polytechnic: March 23, 1933",https://digitalassets.archives.rpi.edu/do/24f1b817-c976-4e77-bad1-84dd8a2c66e2
"The Rensselaer Polytechnic: March 30, 1933",https://digitalassets.archives.rpi.edu/do/890e0dda-853f-46a7-be8a-a2ea7a253949
"The Rensselaer Polytechnic: April 6, 1933",https://digitalassets.archives.rpi.edu/do/7cc54491-61d2-4719-b923-1f9c98ea7bec
"The Rensselaer Polytechnic: April 13, 1933",https://digitalassets.archives.rpi.edu/do/a4a0e7ea-b826-4c18-9800-4a26eb7e9f40
"The Rensselaer Polytechnic: April 20, 1933",https://digitalassets.archives.rpi.edu/do/035f4aa4-0428-462d-b942-2677c8364b67
"The Rensselaer Polytechnic: April 27, 1933",https://digitalassets.archives.rpi.edu/do/9bf9a269-f055-4e78-88aa-7a3b625e68b7
"The Rensselaer Polytechnic: May 4, 1933",https://digitalassets.archives.rpi.edu/do/6963d2a1-fed7-41aa-8d4d-8b31bb3563a3
"The Rensselaer Polytechnic: May 11, 1933",https://digitalassets.archives.rpi.edu/do/64dc5819-c12d-42cb-b047-d008319ecabd
"The Rensselaer Polytechnic: May 18, 1933",https://digitalassets.archives.rpi.edu/do/a0fb0404-b40d-4d2d-aef6-0b21dd2f3837
"The Rensselaer Polytechnic: May 25, 1933",https://digitalassets.archives.rpi.edu/do/ec869e9c-f5f0-4491-b273-4d17f4da68f6
"The Rensselaer Polytechnic: June 1, 1933",https://digitalassets.archives.rpi.edu/do/71b5b72d-ffc2-43d6-a84a-7970f8ceb078
"The Rensselaer Polytechnic: June 15, 1933",https://digitalassets.archives.rpi.edu/do/c6701102-fe73-4ee4-876b-386b068e0307
"The Rensselaer Polytechnic: September 14, 1933",https://digitalassets.archives.rpi.edu/do/86eb2b49-24eb-4679-81b9-84be316d6354
"The Rensselaer Polytechnic: September 21, 1933",https://digitalassets.archives.rpi.edu/do/e1ca149e-01e3-4890-9444-8e583e8737ed
"The Rensselaer Polytechnic: September 28, 1933",https://digitalassets.archives.rpi.edu/do/8a2bd80e-80e8-46d5-9215-d9b48a6eb87a
"The Rensselaer Polytechnic: October 5, 1933",https://digitalassets.archives.rpi.edu/do/e89c7f2c-736f-40fe-868e-b11a9da5c1f3
"The Rensselaer Polytechnic: October 12, 1933",https://digitalassets.archives.rpi.edu/do/bd6e46dc-1ccc-4d4c-aea4-9b2de4018a9a
"The Rensselaer Polytechnic: October 19, 1933",https://digitalassets.archives.rpi.edu/do/2a30eefb-54ce-4f6b-83b8-a33ce9258148
"The Rensselaer Polytechnic: October 26, 1933",https://digitalassets.archives.rpi.edu/do/3b5159b4-614c-44a6-9fd3-043fbb48bfa1
"The Rensselaer Polytechnic: November 2, 1933",https://digitalassets.archives.rpi.edu/do/b459b9c1-1542-4c9d-82b9-bfbae693c9e1
"The Rensselaer Polytechnic: November 9, 1933",https://digitalassets.archives.rpi.edu/do/2072e5e0-7d7d-43e3-a220-23128407f8bc
"The Rensselaer Polytechnic: November 16, 1933",https://digitalassets.archives.rpi.edu/do/638920ae-1469-4eb4-b53f-886a7548a7d1
"The Rensselaer Polytechnic: November 23, 1933",https://digitalassets.archives.rpi.edu/do/5659a766-cbd1-490d-876d-fad2377e1b3b
"The Rensselaer Polytechnic: December 7, 1933",https://digitalassets.archives.rpi.edu/do/3cd531f8-b56f-49b1-9fd0-4072cd8b24ec
"The Rensselaer Polytechnic: December 14, 1933",https://digitalassets.archives.rpi.edu/do/b003c111-ec4b-45ea-b562-70e0472c8718
"The Rensselaer Polytechnic: December 21, 1933",https://digitalassets.archives.rpi.edu/do/80f77849-8fbc-4816-8742-c4434ac5460b
"The Rensselaer Polytechnic: January 11, 1934",https://digitalassets.archives.rpi.edu/do/ac4d9d3d-5b86-4fa7-adb4-83a1cdaee175
"The Rensselaer Polytechnic: January 18, 1934",https://digitalassets.archives.rpi.edu/do/fb06f82c-d2a2-43f1-8d63-e70c8f4c536e
"The Rensselaer Polytechnic: January 25, 1934",https://digitalassets.archives.rpi.edu/do/04830965-84f9-48df-a136-6609bc083d52
"The Rensselaer Polytechnic: February 15, 1934",https://digitalassets.archives.rpi.edu/do/dceb03f1-5df3-427c-9c68-d93e072d6ab4
"The Rensselaer Polytechnic: February 22, 1934",https://digitalassets.archives.rpi.edu/do/2a3b1930-c151-4ee7-88b6-1a905bcea8f3
"The Rensselaer Polytechnic: March 1, 1934",https://digitalassets.archives.rpi.edu/do/0ad1f6d0-f384-4aac-8302-84caedfea2e1
"The Rensselaer Polytechnic: March 8, 1934",https://digitalassets.archives.rpi.edu/do/70b8eb80-8e4e-495a-891e-5bba04ef3798
"The Rensselaer Polytechnic: March 15, 1934",https://digitalassets.archives.rpi.edu/do/67edb214-ab56-4e70-984a-5f3271157977
"The Rensselaer Polytechnic: March 22, 1934",https://digitalassets.archives.rpi.edu/do/033f4a53-653f-43d7-ad97-4abcb6b79d4d
"The Rensselaer Polytechnic: March 29, 1934",https://digitalassets.archives.rpi.edu/do/a70321ad-3c18-4a0a-9bf4-42256c2b5419
"The Rensselaer Polytechnic: April 5, 1934",https://digitalassets.archives.rpi.edu/do/a043c7b3-5cd5-4a97-ad86-0d18e25b7480
"The Rensselaer Polytechnic: April 12, 1934",https://digitalassets.archives.rpi.edu/do/b073737f-16ce-44e0-bb4b-aaee4ff51696
"The Rensselaer Polytechnic: April 19, 1934",https://digitalassets.archives.rpi.edu/do/c135b8d0-76f1-4b8d-a989-01afb4b6638b
"The Rensselaer Polytechnic: April 26, 1934",https://digitalassets.archives.rpi.edu/do/2af2c1b0-aac1-460b-a006-347d2fba594d
"The Rensselaer Polytechnic: May 3, 1934",https://digitalassets.archives.rpi.edu/do/8c37a8a8-d753-4c30-a9c6-88a64dd172ed
"The Rensselaer Polytechnic: May 10, 1934",https://digitalassets.archives.rpi.edu/do/7c101546-9659-49ba-a1e9-d6a9cb4fe72f
"The Rensselaer Polytechnic: May 17, 1934",https://digitalassets.archives.rpi.edu/do/12c9ce0d-99ca-49a6-9505-f3a9da5d55c7
"The Rensselaer Polytechnic: May 24, 1934",https://digitalassets.archives.rpi.edu/do/5b4528b3-99f0-4260-bf4d-0be6cb8b0ea1
"The Rensselaer Polytechnic: May 31, 1934",https://digitalassets.archives.rpi.edu/do/a0980fd2-034f-4264-87a6-beab67109765
"The Rensselaer Polytechnic: June 14, 1934",https://digitalassets.archives.rpi.edu/do/edd4b5e0-9b72-4030-9a9b-d6ddeffa0fd1
"The Rensselaer Polytechnic: September 13, 1934",https://digitalassets.archives.rpi.edu/do/534ddddf-9b8a-4e93-a4d1-ff1707a907ed
"The Rensselaer Polytechnic: September 20, 1934",https://digitalassets.archives.rpi.edu/do/3d07d53d-a58f-41eb-b062-f7a4a4129c2a
"The Rensselaer Polytechnic: September 27, 1934",https://digitalassets.archives.rpi.edu/do/9efaa3cd-ec2c-471a-a259-df2082851daf
"The Rensselaer Polytechnic: October 4, 1934",https://digitalassets.archives.rpi.edu/do/4d25b363-e550-4f4e-9f7c-be1b71f51f46
"The Rensselaer Polytechnic: October 11, 1934",https://digitalassets.archives.rpi.edu/do/8f07e839-c91e-4a3e-8506-3ad4ee802854
"The Rensselaer Polytechnic: October 18, 1934",https://digitalassets.archives.rpi.edu/do/23609f76-fe2a-4642-a5c3-ee8839aaa74a
"The Rensselaer Polytechnic: October 25, 1934",https://digitalassets.archives.rpi.edu/do/57bf20fb-7a3a-47ca-adc2-e53274a2af6e
"The Rensselaer Polytechnic: November 1, 1934",https://digitalassets.archives.rpi.edu/do/aa137340-3181-4b5d-a9ef-fad224a6c909
"The Rensselaer Polytechnic: November 8, 1934",https://digitalassets.archives.rpi.edu/do/50c13c55-a92f-4004-a480-cfd70dcc862f
"The Rensselaer Polytechnic: November 15, 1934",https://digitalassets.archives.rpi.edu/do/bbcf9011-83ab-4f2f-896c-100496fea4ea
"The Rensselaer Polytechnic: November 22, 1934",https://digitalassets.archives.rpi.edu/do/9cc963a9-b823-4903-9c71-dd445b334b58
"The Rensselaer Polytechnic: November 29, 1934",https://digitalassets.archives.rpi.edu/do/8635471f-2615-4be2-b970-0622f4b6af44
"The Rensselaer Polytechnic: December 6, 1934",https://digitalassets.archives.rpi.edu/do/8be7887c-949b-49e3-b724-8782d7c7291f
"The Rensselaer Polytechnic: December 11, 1934",https://digitalassets.archives.rpi.edu/do/74efc121-c3e7-484c-b9bc-a856089f489b
"The Rensselaer Polytechnic: December 13, 1934",https://digitalassets.archives.rpi.edu/do/6acd1a97-3e44-40a9-8634-5cb8ef0864f6
"The Rensselaer Polytechnic: December 20, 1934",https://digitalassets.archives.rpi.edu/do/e7511e7c-d5f2-401c-82b3-a43c6ca56263
"The Rensselaer Polytechnic: January 10, 1935",https://digitalassets.archives.rpi.edu/do/8560a13a-9c21-4503-9dc9-0787af8bd1fc
"The Rensselaer Polytechnic: January 17, 1935",https://digitalassets.archives.rpi.edu/do/7a052093-bc5c-48bd-a191-550c60af8683
"The Rensselaer Polytechnic: January 24, 1935",https://digitalassets.archives.rpi.edu/do/06597390-bc86-4780-8765-25cfc700e85b
"The Rensselaer Polytechnic: February 13, 1935",https://digitalassets.archives.rpi.edu/do/9c8fc31e-fc4e-45bd-9af4-3451c4fc0095
"The Rensselaer Polytechnic: February 15, 1935",https://digitalassets.archives.rpi.edu/do/0eac9c91-2c0d-4d96-b057-458fbde9a2f9
"The Rensselaer Polytechnic: February 21, 1935",https://digitalassets.archives.rpi.edu/do/c2e87e0b-1d7e-4ac8-8a03-7dae8162919f
